event_id,time,start_lon,start_lat,end_lon,end_lat,state,cz_name,cz_timezone,tor_f_scale,tor_f_scale_num,tor_length,tor_width,deaths_direct,injuries_direct,damage_property_num,source_file,data_year
972738,2021-07-14 18:05:00,-92.3193,42.1661,-92.2993,42.161,IOWA,TAMA,CST-6,EF1,1.0,1.08,590.0,0,0,25000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
993316,2021-07-14 18:08:00,-92.2993,42.161,-92.2248,42.1975,IOWA,BENTON,CST-6,EF1,1.0,4.57,560.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964226,2021-07-14 18:10:00,-91.72,42.58,-91.72,42.58,IOWA,BUCHANAN,CST-6,EFU,,0.1,10.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964228,2021-07-14 18:19:00,-92.22,42.2,-92.22,42.2,IOWA,BENTON,CST-6,EFU,,0.1,10.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964224,2021-07-14 18:36:00,-92.1,42.14,-92.1,42.14,IOWA,BENTON,CST-6,EFU,,0.1,10.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964214,2021-07-14 18:50:00,-91.527,42.457,-91.5,42.454,IOWA,DELAWARE,CST-6,EF1,1.0,1.39,40.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964217,2021-07-14 18:54:00,-91.491,42.467,-91.469,42.468,IOWA,DELAWARE,CST-6,EF1,1.0,1.12,30.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964235,2021-07-14 18:56:00,-91.94,42.14,-91.94,42.14,IOWA,BENTON,CST-6,EFU,,0.1,10.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964234,2021-07-14 19:07:00,-92.05,42.1,-92.05,42.1,IOWA,BENTON,CST-6,EFU,,0.1,10.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964237,2021-07-14 19:50:00,-91.66,42.2,-91.66,42.2,IOWA,LINN,CST-6,EFU,,0.1,10.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964238,2021-07-14 19:52:00,-91.78,42.23,-91.78,42.23,IOWA,LINN,CST-6,EFU,,0.1,10.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
993310,2021-07-14 20:40:00,-91.3491,42.304,-91.342,42.304,IOWA,DELAWARE,CST-6,EFU,,0.36,10.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964211,2021-07-14 20:44:00,-91.29,42.21,-91.258,42.209,IOWA,JONES,CST-6,EF1,1.0,1.8,40.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964198,2021-07-14 21:02:00,-91.14,42.21,-90.995,42.236,IOWA,JONES,CST-6,EF1,1.0,8.0,30.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964201,2021-07-14 21:30:00,-90.96,42.15,-90.899,42.149,IOWA,JONES,CST-6,EF1,1.0,3.13,30.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
970275,2021-07-17 18:27:00,-97.4,37.2,-97.3998,37.2001,KANSAS,SUMNER,CST-6,EF0,0.0,0.01,25.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
961983,2021-07-17 21:25:00,-74.722,40.051,-74.58,40.079,NEW JERSEY,BURLINGTON,EST-5,EF1,1.0,7.75,300.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973158,2021-07-18 17:11:00,-72.4474,41.9758,-72.4292,41.9997,CONNECTICUT,TOLLAND,EST-5,EF0,0.0,1.9,75.0,0,0,45000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
977099,2021-07-20 16:00:00,-97.51,27.97,-97.51,27.97,TEXAS,SAN PATRICIO,CST-6,EF0,0.0,0.01,20.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
962290,2021-07-23 13:30:00,-106.58,35.3,-106.5802,35.2996,NEW MEXICO,SANDOVAL,MST-7,EF0,0.0,0.03,30.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
974720,2021-07-24 15:36:00,-82.969,44.039,-82.911,44.04,MICHIGAN,HURON,EST-5,EF0,0.0,2.88,110.0,0,0,100000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
974722,2021-07-24 17:21:00,-83.847,43.022,-83.816,43.007,MICHIGAN,GENESEE,EST-5,EF1,1.0,1.88,200.0,0,0,1000000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
974718,2021-07-24 18:54:00,-83.4966,42.6699,-83.4644,42.6731,MICHIGAN,OAKLAND,EST-5,EF1,1.0,1.65,400.0,0,0,8500000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
974721,2021-07-24 18:54:00,-82.9075,42.8355,-82.8651,42.8746,MICHIGAN,MACOMB,EST-5,EF1,1.0,3.45,700.0,0,0,4500000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
975919,2021-07-26 16:13:00,-95.02,47.88,-94.9999,47.8717,MINNESOTA,BELTRAMI,CST-6,EF1,1.0,0.83,300.0,0,0,1200000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
975921,2021-07-26 16:16:00,-94.87,47.89,-94.8076,47.8487,MINNESOTA,BELTRAMI,CST-6,EF1,1.0,4.06,300.0,0,0,500000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
975922,2021-07-26 16:23:00,-94.86,47.78,-94.7679,47.6732,MINNESOTA,BELTRAMI,CST-6,EF0,0.0,8.53,200.0,0,0,100000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
974495,2021-07-28 16:30:00,-111.9817,41.2392,-111.979,41.2414,UTAH,WEBER,MST-7,EFU,,0.21,10.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964031,2021-07-28 19:40:00,-89.6,45.14,-89.5972,45.1197,WISCONSIN,LINCOLN,CST-6,EF1,1.0,1.41,300.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964032,2021-07-28 19:42:00,-89.5972,45.1197,-89.5944,45.1011,WISCONSIN,MARATHON,CST-6,EF1,1.0,1.29,300.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
968046,2021-07-28 20:18:00,-89.4464,44.7756,-89.4437,44.773,WISCONSIN,MARATHON,CST-6,EF0,0.0,0.22,100.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
963336,2021-07-28 20:48:00,-92.4822,45.0818,-92.4644,45.0009,WISCONSIN,ST. CROIX,CST-6,EF1,1.0,5.66,100.0,0,0,175000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
968047,2021-07-28 22:06:00,-88.9387,44.0993,-88.9355,44.0931,WISCONSIN,WAUSHARA,CST-6,EF0,0.0,0.47,33.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
970744,2021-07-28 23:10:00,-89.489,43.4968,-89.4512,43.4792,WISCONSIN,COLUMBIA,CST-6,EF1,1.0,2.25,100.0,0,0,500000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
970778,2021-07-28 23:41:00,-89.6289,43.1136,-89.6142,43.0751,WISCONSIN,DANE,CST-6,EF1,1.0,2.76,250.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
970771,2021-07-28 23:41:00,-89.6873,43.1616,-89.6415,43.1011,WISCONSIN,DANE,CST-6,EF0,0.0,4.78,50.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
970779,2021-07-28 23:41:00,-89.05,43.3557,-89.0426,43.3526,WISCONSIN,COLUMBIA,CST-6,EF0,0.0,0.43,50.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
970915,2021-07-28 23:47:00,-89.5869,43.0759,-89.5711,43.0425,WISCONSIN,DANE,CST-6,EF1,1.0,2.44,125.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
970780,2021-07-28 23:48:00,-89.5538,43.0448,-89.5267,42.9979,WISCONSIN,DANE,CST-6,EF0,0.0,3.52,75.0,0,0,10000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
972411,2021-07-29 00:05:00,-88.8024,43.1751,-88.707,43.1245,WISCONSIN,JEFFERSON,CST-6,EF0,0.0,5.95,100.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
972425,2021-07-29 00:07:00,-88.6687,43.1208,-88.5493,43.0517,WISCONSIN,JEFFERSON,CST-6,EF1,1.0,7.69,200.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
972418,2021-07-29 00:07:00,-88.7444,43.1155,-88.6918,43.0803,WISCONSIN,JEFFERSON,CST-6,EF0,0.0,3.6,25.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973874,2021-07-29 00:23:00,-88.5471,43.0154,-88.5417,43.0129,WISCONSIN,JEFFERSON,CST-6,EF1,1.0,1.94,150.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973876,2021-07-29 00:24:00,-88.5417,43.0129,-88.5015,42.9865,WISCONSIN,WAUKESHA,CST-6,EF1,1.0,2.73,150.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973881,2021-07-29 00:26:00,-88.4904,43.0358,-88.4832,43.0218,WISCONSIN,WAUKESHA,CST-6,EF1,1.0,1.03,75.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973883,2021-07-29 00:32:00,-88.3464,43.0306,-88.3203,43.0009,WISCONSIN,WAUKESHA,CST-6,EF0,0.0,2.44,50.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973885,2021-07-29 00:38:00,-88.3078,42.985,-88.2987,42.9741,WISCONSIN,WAUKESHA,CST-6,EF1,1.0,0.88,95.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
970336,2021-07-29 11:40:00,-79.9634,41.5838,-79.9543,41.5792,PENNSYLVANIA,CRAWFORD,EST-5,EF0,0.0,0.57,75.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973550,2021-07-29 11:55:00,-79.795,41.499,-79.79,41.5,PENNSYLVANIA,VENANGO,EST-5,EF0,0.0,0.27,15.0,0,0,15000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973556,2021-07-29 12:54:00,-79.454,40.1061,-79.397,40.094,PENNSYLVANIA,FAYETTE,EST-5,EF1,1.0,3.13,100.0,0,0,250000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973558,2021-07-29 13:00:00,-79.397,40.094,-79.3634,40.0897,PENNSYLVANIA,WESTMORELAND,EST-5,EF1,1.0,1.8,100.0,0,0,25000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
967139,2021-07-29 13:25:00,-79.2367,40.0099,-79.2338,40.0079,PENNSYLVANIA,SOMERSET,EST-5,EF1,1.0,0.21,65.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965608,2021-07-29 15:04:00,-75.807,40.611,-75.7965,40.6151,PENNSYLVANIA,BERKS,EST-5,EF1,1.0,0.62,90.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965609,2021-07-29 15:05:00,-75.7965,40.6151,-75.754,40.622,PENNSYLVANIA,LEHIGH,EST-5,EF1,1.0,2.28,90.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965616,2021-07-29 15:25:00,-75.624,40.758,-75.604,40.765,PENNSYLVANIA,LEHIGH,EST-5,EF1,1.0,1.15,75.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973586,2021-07-29 15:50:00,-81.01,40.19,-80.96,40.18,OHIO,HARRISON,EST-5,EF2,2.0,2.73,220.0,0,0,200000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973592,2021-07-29 15:59:00,-80.995,40.627,-80.938,40.549,OHIO,CARROLL,EST-5,EF2,2.0,6.16,150.0,0,0,500000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
963948,2021-07-29 16:07:00,-76.8219,39.1811,-76.8167,39.1823,MARYLAND,HOWARD,EST-5,EF0,0.0,0.29,50.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973594,2021-07-29 16:15:00,-80.908,40.542,-80.887,40.515,OHIO,JEFFERSON,EST-5,EF1,1.0,2.17,300.0,0,0,250000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964548,2021-07-29 16:16:00,-81.4614,39.6187,-81.461,39.6177,OHIO,WASHINGTON,EST-5,EF0,0.0,0.07,55.0,0,0,500.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973551,2021-07-29 16:20:00,-79.096,40.617,-79.095,40.617,PENNSYLVANIA,INDIANA,EST-5,EF0,0.0,0.05,10.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965375,2021-07-29 16:20:00,-83.2372,39.5778,-83.2288,39.5672,OHIO,PICKAWAY,EST-5,EF0,0.0,0.86,50.0,0,0,100000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
967140,2021-07-29 16:34:00,-76.3523,40.4295,-76.3389,40.4263,PENNSYLVANIA,LEBANON,EST-5,EF0,0.0,0.74,60.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965631,2021-07-29 16:40:00,-75.106,40.393,-75.068,40.367,PENNSYLVANIA,BUCKS,EST-5,EF1,1.0,2.69,70.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
966959,2021-07-29 16:40:00,-88.1056,39.2687,-88.1043,39.2613,ILLINOIS,CUMBERLAND,CST-6,EF0,0.0,0.52,50.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973587,2021-07-29 16:45:00,-80.743,40.372,-80.714,40.347,OHIO,JEFFERSON,EST-5,EF1,1.0,2.31,300.0,0,0,250000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
977502,2021-07-29 16:54:00,-74.2459,40.8211,-74.245,40.8261,NEW JERSEY,ESSEX,EST-5,EF0,0.0,0.35,50.0,0,0,330000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965632,2021-07-29 16:59:00,-74.948,40.345,-74.9435,40.3428,PENNSYLVANIA,BUCKS,EST-5,EF2,2.0,0.28,400.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973552,2021-07-29 17:00:00,-80.516,39.962,-80.48,39.932,PENNSYLVANIA,GREENE,EST-5,EF1,1.0,2.82,200.0,0,0,100000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965633,2021-07-29 17:01:00,-74.9434,40.3428,-74.846,40.297,NEW JERSEY,MERCER,EST-5,EF2,2.0,6.03,400.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
967141,2021-07-29 17:10:00,-78.8383,40.4803,-78.8371,40.4802,PENNSYLVANIA,CAMBRIA,EST-5,EF0,0.0,0.06,15.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965635,2021-07-29 17:56:00,-74.585,40.237,-74.554,40.239,NEW JERSEY,MERCER,EST-5,EF1,1.0,1.64,100.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
971957,2021-07-29 18:04:00,-75.005,40.13,-74.9935,40.1321,PENNSYLVANIA,PHILADELPHIA,EST-5,EF3,3.0,0.62,530.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
971958,2021-07-29 18:06:00,-74.9935,40.1321,-74.941,40.13,PENNSYLVANIA,BUCKS,EST-5,EF3,3.0,2.78,530.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965634,2021-07-29 18:07:00,-75.033,40.082,-75.025,40.08,PENNSYLVANIA,PHILADELPHIA,EST-5,EF0,0.0,0.44,40.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
966960,2021-07-29 18:20:00,-87.6053,38.9471,-87.6037,38.9416,ILLINOIS,CRAWFORD,CST-6,EF1,1.0,0.39,75.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964039,2021-07-29 18:58:00,-85.7357,39.484,-85.707,39.455,INDIANA,SHELBY,EST-5,EF1,1.0,2.5,50.0,0,0,43000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
1109692,2021-07-29 19:04:00,-74.428,40.047,-74.414,40.047,NEW JERSEY,OCEAN,EST-5,EF0,0.0,0.76,80.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964041,2021-07-29 19:14:00,-85.6784,39.4265,-85.6744,39.4168,INDIANA,SHELBY,EST-5,EF1,1.0,0.71,50.0,0,0,15000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965637,2021-07-29 19:42:00,-74.397,39.775,-74.3934,39.7761,NEW JERSEY,BURLINGTON,EST-5,EF1,1.0,0.21,250.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965638,2021-07-29 19:43:00,-74.3934,39.7761,-74.277,39.795,NEW JERSEY,OCEAN,EST-5,EF1,1.0,6.31,250.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965636,2021-07-29 20:03:00,-74.191,39.754,-74.112,39.754,NEW JERSEY,OCEAN,EST-5,EF2,2.0,4.2,75.0,0,8,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
975908,2021-07-31 09:50:00,-90.4,37.82,-90.39,37.81,MISSOURI,ST. FRANCOIS,CST-6,EF0,0.0,0.88,120.0,0,0,20000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
979321,2021-08-01 11:14:00,-75.8094,36.2951,-75.8059,36.2881,NORTH CAROLINA,CURRITUCK,EST-5,EF0,0.0,0.52,100.0,0,0,10000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964842,2021-08-02 13:40:00,-80.9548,29.0782,-80.9453,29.0792,FLORIDA,VOLUSIA,EST-5,EF0,0.0,0.5,25.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
964448,2021-08-02 17:35:00,-94.5721,29.5231,-94.562,29.5174,TEXAS,GALVESTON,CST-6,EF0,0.0,0.72,20.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980739,2021-08-07 12:47:00,-77.227,36.592,-77.23,36.612,VIRGINIA,SOUTHAMPTON,EST-5,EF0,0.0,1.39,25.0,0,0,5000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
975879,2021-08-07 15:29:00,-90.7199,43.1305,-90.5495,43.0763,WISCONSIN,GRANT,CST-6,EF3,3.0,9.38,1100.0,0,0,430000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
979424,2021-08-07 16:09:00,-90.3937,43.0799,-90.2427,43.0618,WISCONSIN,IOWA,CST-6,EF1,1.0,7.72,50.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
966122,2021-08-08 14:52:00,-89.5544,43.983,-89.5409,44.0322,WISCONSIN,WAUSHARA,CST-6,EF1,1.0,3.48,350.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
982069,2021-08-08 15:36:00,-95.583,43.454,-95.575,43.445,IOWA,OSCEOLA,CST-6,EFU,,0.79,40.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
982081,2021-08-08 15:47:00,-95.546,43.415,-95.524,43.386,IOWA,OSCEOLA,CST-6,EF0,0.0,2.42,50.0,0,0,10000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
970852,2021-08-08 18:14:00,-90.302,36.64,-90.3,36.64,MISSOURI,BUTLER,CST-6,EF0,0.0,0.11,50.0,0,0,15000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
982086,2021-08-08 19:12:00,-94.923,42.698,-94.921,42.694,IOWA,BUENA VISTA,CST-6,EFU,,0.31,20.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
972744,2021-08-08 22:00:00,-94.2684,42.4292,-94.2404,42.4412,IOWA,WEBSTER,CST-6,EFU,,1.65,150.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
972745,2021-08-08 22:19:00,-94.1794,42.3844,-94.1563,42.3666,IOWA,WEBSTER,CST-6,EFU,,1.7,150.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
972746,2021-08-08 22:47:00,-94.2042,42.3149,-94.1735,42.3004,IOWA,WEBSTER,CST-6,EFU,,1.86,160.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
972747,2021-08-08 23:02:00,-94.1444,42.2877,-94.1419,42.2681,IOWA,WEBSTER,CST-6,EFU,,1.36,40.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
972749,2021-08-08 23:06:00,-94.1342,42.274,-94.1288,42.268,IOWA,WEBSTER,CST-6,EFU,,0.49,15.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
979425,2021-08-09 13:52:00,-88.9093,42.5579,-88.8594,42.5871,WISCONSIN,ROCK,CST-6,EF0,0.0,3.24,25.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980583,2021-08-09 15:35:00,-88.9383,42.0538,-88.9359,42.0538,ILLINOIS,DE KALB,CST-6,EF0,0.0,0.1,20.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980584,2021-08-09 15:44:00,-88.8742,42.0628,-88.8392,42.0645,ILLINOIS,DE KALB,CST-6,EF1,1.0,1.8,80.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980587,2021-08-09 15:45:00,-88.2786,42.3622,-88.2716,42.3622,ILLINOIS,MCHENRY,CST-6,EF1,1.0,0.4,70.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980593,2021-08-09 16:24:00,-88.5905,42.0472,-88.5185,42.0382,ILLINOIS,KANE,CST-6,EF1,1.0,3.8,100.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980736,2021-08-09 16:28:00,-89.0029,42.0024,-88.9419,42.0006,ILLINOIS,OGLE,CST-6,EF0,0.0,3.1,50.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980738,2021-08-09 16:37:00,-88.9419,42.0006,-88.8703,42.0001,ILLINOIS,DE KALB,CST-6,EF0,0.0,3.7,50.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980594,2021-08-09 17:03:00,-89.005,41.7068,-88.9825,41.7163,ILLINOIS,LEE,CST-6,EFU,,1.3,75.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973340,2021-08-09 17:13:00,-89.34,41.53,-89.34,41.53,ILLINOIS,BUREAU,CST-6,EFU,,0.01,5.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980731,2021-08-09 17:13:00,-88.6706,41.9623,-88.6423,41.9574,ILLINOIS,DE KALB,CST-6,EF1,1.0,1.5,150.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980728,2021-08-09 17:26:00,-88.6043,41.9526,-88.6014,41.9519,ILLINOIS,DE KALB,CST-6,EF0,0.0,0.2,20.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980727,2021-08-09 17:28:00,-88.5961,41.9507,-88.5226,41.9414,ILLINOIS,KANE,CST-6,EF0,0.0,3.9,400.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
980726,2021-08-09 17:38:00,-88.5059,41.9444,-88.5049,41.9446,ILLINOIS,KANE,CST-6,EFU,,0.1,10.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973341,2021-08-09 17:57:00,-89.3,41.47,-89.25,41.47,ILLINOIS,BUREAU,CST-6,EF1,1.0,3.0,525.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
982956,2021-08-09 18:16:00,-98.99,48.45,-98.93,48.51,NORTH DAKOTA,TOWNER,CST-6,EF1,1.0,4.97,200.0,0,0,2000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
973342,2021-08-09 18:24:00,-89.55,41.41,-89.52,41.41,ILLINOIS,BUREAU,CST-6,EFU,,1.11,100.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
983078,2021-08-09 19:34:00,-98.28,47.56,-98.2745,47.56,NORTH DAKOTA,GRIGGS,CST-6,EF0,0.0,0.26,50.0,0,0,,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
983103,2021-08-09 20:20:00,-97.87,47.67,-97.81,47.66,NORTH DAKOTA,STEELE,CST-6,EF2,2.0,2.88,300.0,0,0,150000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
983158,2021-08-09 20:42:00,-97.67,47.76,-97.6466,47.7619,NORTH DAKOTA,GRAND FORKS,CST-6,EF1,1.0,1.09,150.0,0,0,1000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
983203,2021-08-09 21:55:00,-96.85,47.86,-96.7772,47.88,MINNESOTA,POLK,CST-6,EF1,1.0,3.65,200.0,0,0,120000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
983204,2021-08-09 22:05:00,-96.73,47.89,-96.6841,47.9004,MINNESOTA,POLK,CST-6,EF0,0.0,2.24,150.0,0,0,5000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
983133,2021-08-10 15:43:00,-99.7541,38.0146,-99.758,38.0149,KANSAS,HODGEMAN,CST-6,EF0,0.0,0.22,50.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
965783,2021-08-10 16:50:00,-82.62,28.21,-82.62,28.21,FLORIDA,PASCO,EST-5,EF0,0.0,0.1,25.0,0,0,10000.0,StormEvents_details-ftp_v1.0_d2021_c20260323.csv.gz,2021
